"idDocLigne","idDocument","idJeu","question","reponse","prix"
"1208","854","296","Je vous prends l'œuf merci!!!","Nous ne l'avons pas.","0"
"1209","855","570","Bonjour, il me manque les départements de l'Eure, de l'Allier, de la Haute Vienne, de la Gironde, du Lot et Garonne, de l'Aveyron, le Vaucluse, les Alpes-Maritimes et le Bas-Rhin. Je suis contente de votre écart au règlement vous ayant fait la demande il y a quelques mois. A vous lire, cdtl","Bonjour, effectivement ce petit écart tombe bien car nous allons pouvoir compléter votre puzzle ! Nous avons les 9 pièces demandées.","180"
"1211","857","313","Bonjour, auriez-vous une grenouille et 2 épuisettes ?

Merci
Cordialement
Céline Cautela","Bonjour, oui nous avons ces trois pièces !","120"
"1216","860","379","Bonjour, il nous manque un jeton coccinelle et 1 jeton fourmi les avez vous? Merci","Bonjour, nous avons ces deux jetons !","40"
"1217","860","271","Bonjour, il nous manque 2 jetons roses ,1 jeton fleur et 1 abeille. si vous avez ça en stock, merci","Nous avons les 3 jetons (une petite marque sur le jeton fleur) et le pion abeille.","110"
"1218","860","265","Bonjour, il nous manque 6 taupes jaune, 6 bleu, 6 rouge et 10 verte. Ainsi qu'un palet bleu ""1"", 1 palet rouge ""2"", 1 palet vert ""3"" et un palet jaune ""3"". Auriez-vous cela en stock? Merci","Nous avons 6 taupes jaunes, 6 bleues, 6 rouges et seulement 6 vertes. Pour les palets, nous n'avons pas le bleu et le rouge, nous avons le vert et le jaune (état d'usage)","250"
"1219","860","211","Bonjour, avez-vous 4 paniers en stock? Merci","Nous n'avons pas ces pièces.","0"
"1220","860","134","Bonjour, auriez-vous 9 rayons de soleil ? merci","Il nous en reste 1.","20"
"1221","861","54","Bonjour,
Il me manque une plaque couloir, celle avec la chauve souris dessus. Je vous envoie la photo de la carte associée.
Je vous remercie par avance pour votre réponse.
Bonne soirée","Bonjour, nous avons cette pièce !","50"
"1222","862","515","Bonjour, avez vous les 8 jetons de disponible ? merci","Bonjour, nous en avons 4.","80"
"1223","862","223","Bonjour, avez vous de disponible les jetons rouges, il m'en manque au moins 5.
merci","Nous vous en mettons 7.","25"
"1224","862","234","Bonjour, avez vous de disponible des pions:
- 1 vert","Nous avons ce pion !","20"
"1225","862","150","Bonjour, auriez vous de disponible, le plateau de jeu, le loup magnétique, 1 jeton mûre, et le sac en tissu.
merci","Nous avons le plateau, le loup magnétique (nous ne mettons pas les vêtements), le sac en tissu et 1 jeton mûre (un petit, celui qui va sur le plateau - possibilité de changer si vous avez besoin d'un grand qui va dans le sac).","320"
"1227","864","83","Bonjour mon fils a eu le jeu pic pirate a Noël . Mais malheureusement il a perdu une épée . Avez vous cette pièce disponible . C'est une jaune. Manque une seul . Merci bonne journée madame Garnier","Bonjour, nous avons cette pièce !","20"
"1228","865","113","Bonjour, je recherche la petite planche qui sert de plongeoir. Rectangulaire et de couleur bleu ou jaune. On y place le plongeur d’un côté et de l’autre c’est la bille qui vient tomber dessus pour faire contrepoids et propulser le plongeur. Ça serait génial de pouvoir retrouver cette pièce.merci","Bonjour, nous avons la planche bleue !","50"
"1229","866","528","1 pion bleu (corps transparent)
1 ticket bus
1 black ticket
Bsr, ci-dessus les pièces que je recherche au détail. Est-il possible de se les procurer via votre site ?
Quoi qu'il en soit, merci.
Ludiquement
Mick","Bonjour, nous n'avons pas le pion bleu. Nous avons le ticket bus et le black ticket.","40"
"1230","867","516","Bonjour il me manque un souk (transaction de l'extension Mandragore), l'événement Cosette (extension Alchimie), le lieu grotte du troll (extension Mandragore). Je vous remercie","Bonjour, comme convenu par SMS, nous avons les trois cartes !","60"
"1233","869","379","Bonjour,

Auriez le petit chat s'il vous plaît?

Merci beaucoup

Charlotte Osenda","Bonjour, nous avons cette pièce !","50"
"1239","871","304","Bonjour il me manque 3 organes j aurais souhaité savoir si vous vendiez à l unité les organes ou alors la totalité et connaître également les prix 
Cordialement","Bonjour, nous avons les papillon, la pomme et le cœur. Nous vous mettons un élastique (non facturé), il est en état d'usage.","60"
"1240","871","96","Bonjour j aurais souhaité connaître le prix du dé
Cordialement","Nous avons le dé !","50"
"1241","872","26","Bonjour,
Nous recherchons un pion Lapin bleu afin de recompléter le jeu.
Cordialement,","Bonjour, nous avons cette pièce !","20"
"1242","873","343","Bonjour, 
J'aimerais avoir des petits pions de ces couleurs : 1 bleu / 1 violet et 1 noir. Auriez vous ça ? 
Aussi, avez vous un porteur de projet sur Besançon ou environs pour éventuellement demander au plus près ? 

Cordialement,
Jérôme","Bonjour, pour le moment nous n'avons pas de contact sur Besançon. Nous vous mettons 1 petit pion bleu et 1 noir. Nous sommes bien d'accord qu'en indiquant ""violet"" vous parliez aussi du pion bleu.","10"
"1243","874","542","Bonjour,
Avez vous la carte avenue de Breteuil pour le monopoly édition tricheur?
Merci de votre retour.","Bonjour, nous avons cette carte !","20"
"1244","875","121","Bonjour,
Avez-vous le 111 ?
J'ai deux pièces en double : le 455 et le 023
Cordialement
Nathalie Wattiau-Leray","Bonjour, nous avons cette pièce !","50"
"1245","876","64","Bonjour, avez-vous un décodeur rouge et un bloc de feuilles d'indices ? Si oui quel serait le coût svp ?
Merci par avance,
Bien cordialement,
Cyril Cocu","Bonjour, nous avons le décodeur rouge mais il a une marque de pliure (non facturé). Nous pouvons vous mettre quelques photocopies de feuilles d'indices.","20"
"1246","876","376","Combien coûte 1 pièce svp..","Nous avons cette pièce !","5"
"1247","877","94","Bonjour, pouvez vous me faire un devis s'il vous plaît pour le bastion complet avec drapeau / 16 boulets de canon / 2 drapeaux qui se mettent sur les deux tours,
Merci d'avance.","Bonjour, comme convenu par SMS voici un devis pour 13 boulets de canon et 1 poteau.","150"
"1248","878","291","Bonjour il me manque 1 pièce jaune","Bonsoir, nous avons une pièce jaune (la couleur et la forme diffèrent un peu de vos pions).","20"
"1251","881","119","Bonjour, 
Il me manque : la carte jaune ""Maria"", la carte jaune ""Paul"", les 2 indicateurs de score ainsi que la règle du jeu.
Avez-vous ces pièces?
Cordialement, merci.","Bonjour, nous n'avons pas la règle ainsi que les indicateurs de score. Nous avons les deux cartes jaunes.","40"
"1252","881","72","Bonjour,
Il me manque : 1 dés bleu marine, 3 pions en étain (Tour Eiffel, Manneken Pis et Porte de Brandebourg), 6 billets orange de 50€ et 7 billets bleus de 20€.
Avez-vous ces pièces?
Cordialement, merci.","Nous avons toutes ces pièces ! Le pion Tour Eiffel est un peu tordu. Certains points du dé sont un peu effacés.","180"
"1253","881","23","Bonjour, 
Il me manque : 1 plateau de jeu et 2 pions personnage (Révérend Olive et Professeur Violet).
Avez-vous ces pièces?
Cordialement, merci.","Nous n'avons pas le plateau. Nous avons ces 2 pions !","40"
"1256","883","36","Bonjour, serait il possible d'avoir les dominos ?
Merci 
Bonne journée","Bonjour, comme convenu par mail nous vous mettons 2 dominos : coq/cheval et lapin/mouton.","40"
"1257","883","518","Bonjour, serait il possible d'avoir le jeu au complet ?
Merci 
Bonne journée","Nous n'avons pas ce jeu complet.","0"
"1258","883","490","Bonjour, serait il possible d'avoir la règle du jeu ?
Merci 
Bonne journée","Nous n'avons pas la règle.","0"
"1259","883","307","Bonjour, serait il possible d'avoir la flèche et son support ?
Merci 
Bonne journée","Nous avons la flèche et son support !","50"
"1260","883","96","Bonjour serait il possible d'avoir le jeu complet ?
Merci
Bonne journée","Nous n'avons pas ce jeu complet.","0"
"1261","883","62","Bonjour serait il possible d'avoir les 71 lettres rouges et les 71 lettres bleues ?
Merci
Bonne journée","Nous vous mettons 57 lettres bleues et 54 rouges.","180"
"1262","883","83","Bonjour serait il possible d'avoir le tonneau et 3 épées rouges ?
Merci
Bonne journée","Nous avons le tonneau et 3 épées rouges.","260"
"1263","884","244","Bonjour,
Auriez-vous les pièces suivantes en 1 seul exemplaire :
- raccordement de la cheville au genou
- pomme d’Adam
- crampe de l’écrivain?

Merci","Bonjour, nous n'avons pas ces pièces. L'édition étant récente nous vous invitons à envoyer un mail à l'éditeur Hasbro, ils vous enverront les pièces.","0"
"1264","884","292","Bonjour,
Auriez-vous 1 hamburger rouge avec le numéro 2?
Merci.","Nous avons cette pièce !","20"
"1265","885","608","Bonjour, auriez vous les pièces suivantes : 3 plans de vol, un de chaque couleurs, la carte de boulogne , Paris et Hirson et une carte chance. les cartes manquantes doivent porter les numéros en petit à gauche : 171, 132, 178 et 164. merci. J'avais déjà fait cette demande mais j'ai raté la date","Bonjour, nous avons toujours ces pièces.","140"
"1266","885","386","Bonjour, avez vous les fiches de couleur. merci","Nous n'avons pas ces pièces.","0"
"1267","885","422","Bonjour, avez vous la colline en plastique avec soufflerie qui fonctionne et 1 façade de maison,  Merci","Nous avons ces deux pièces.","250"
"1268","886","304","Bonjour il me faudrait la pomme le cœur l élastique et le papillon merci","Bonjour, nous avons toujours ces pièces. Comme convenu par mail, il s'agit simplement de facturer les frais de port.","0"
"1269","886","96","Bonjour il me faudrait le dé","Nous avons toujours le dé.","0"
"1270","887","88","Bonjour, 
Je recherche 3 cartes jaune du jeu qui est-ce  : Claire, George, Alfred","Bonjour, nous avons ces 3 cartes. Les cartes George et Claire ont quelques marques de pliure.","60"
"1271","887","199","Manque carte Bleue Gamelle","Nous avons cette carte ! Dimension : 6 cm de côté.","20"
"1272","888","530","1 carte de suspect (celle du personnage en photo jointe) et 1 jeton ""clé)","Bonjour, nous avons ces deux pièces !","70"
"1273","888","26","5 cartes 1, 5 cartes 2, 5 cartes 3","Nous avons ces 15 cartes.","150"
"1275","890","64","Bonjour, 
Il me manque ces pièces là : 
- les cartes indic ci joint en photo
- le pion rouge
- le dragon bleu
- les cartes ""coupables"" 
- la carte de M. Ri a Lo n°75
- les cartes Lady Shar Ming n° 65 et 91
- les cartes de M. Lee Preshing n° 17, 42 et 48
- le filtre rouge
Donc 21 pièces
Merci.","Bonjour, nous n'avons pas les cartes ""coupables"". Nous avons les 17 autres pièces. Le filtre rouge est en mauvais état (pliures) mais cela permet de jouer. Une pliure sur une carte indic.","250"
"1276","891","119","Bonjour avez-vous la carte jaune « Anita »?
Merci d’avance.","Bonjour, nous avons cette carte ! Légère marque de pliure.","20"
"1277","892","466","Bonjour, auriez vous une petite barrière en bois?
Merci","Bonjour, nous avons cette pièce !","20"
"1278","892","54","Bonjour, auriez vous la tuile du plateau avec le papillon de nuit?
Merci","Nous avons cette tuile !","50"
"1279","892","298","Bonjour, auriez vous la petite voiture rose?
Merci","Nous cette voiture !","50"
"1280","892","638","Bonjour, auriez vous la pomme, le crayon, la côte de porc?
Merci","Nous n'avons pas le crayon ni la pomme. Nous avec les côtes de rire (si c'est bien cette pièce que vous cherchez).","20"
"1281","893","364","Bonjour,
Ma fille vient de recevoir le jeu d'une copine, mais il manque la coccinelle et l'arbre hiver, si vous les avez, cela fera une heureuse.","Bonjour, nous avons ces deux pièces. Nous sommes ravis de faire une heureuse !","40"
"1282","894","569","Bonjour, Je suis à la recherche de 3 pièces pour ce puzzle : Bas-Rhin, Meurthe-et-Moselle et Pyrénées-Atlantiques. Merci beaucoup Cordialement Élodie Rabatel

Désolé j'ai déjà fait la demande mais oublié de valider le paiement en temps et en heure.","Bonjour, nous avons toujours ces pièces !","60"
"1283","894","481","Bonjour,
Avez vous les 2 réverbères de l'hôtel royal ?
Merci
Bien cordialement","Nous n'avons pas ces pièces.","0"
"1284","895","251","3 bâtons verts et 1 bâton orange","Bonjour, nous avons les 3 bâtons verts (l'un d'eux est un peu gondolé). Nous vous mettons un bâton orange d'une autre édition.","30"
"1286","897","388","Bonjour je recherche la pieces en photo jointe en rouge, l'auriez vous ? Si oui a quel prix ?","Bonjour, nous avons cette pièce !","50"
"1289","900","530","Bonjour,
Avez vous le dé et le jeton ""cerises""? Soit ces 2 pièces manquantes dans notre jeu. 
Merci beaucoup et bonne journée. Cordialement,
Pauline LE PARC","Bonjour, nous avons ces deux pièces !","70"
"1290","901","88","Bonjour, je recherche la carte personnage de TOM.
Cordialement.","Bonjour, nous avons cette carte ! (Jaune) (légères marques de pliure) ","20"
"1291","902","481","Bonjour Je cherche tout les billets de banque  du jeu, ainsi que une  embases d un hotel président et la banque complète 
Merci","Bonjour, nous n'avons plus les billets de 50. Nous vous mettons la liasse avec tous les autres billets. Nous vous mettons la banque complète ainsi que les 4 bâtiments complets de l'hôtel président (socle + carton + toit). Les anciens propriétaires du jeu ont voulu mettre un point de colle au niveau des coins intérieurs des cartons pour les fixer aux supports. Cela ne se voit pas de l'extérieur (sauf à un ou deux endroits). Un carton d'hôtel un peu gondolé.","300"
"1292","903","475","Bonjour, avez vous ces pièces:
2 entrées
Boomerang: bât
Fujiyama: bât moyen + toits 2+3
Etoile: 1 bât annexe
Président: Bases 2+3+4 + toits 1+3+4 + tous les bâts
Royal: le gd bât
Wakiki: base principal + 1 base annexe
Taj Mahal: 1 base annexe
Safari: Bât principal+toit + bât annexe
Banque: base+bât","Bonjour, comme convenu par SMS nous avons toutes ces pièces ! 3 toits ont des petits picots de fixation cassés.","400"
"1293","904","54","Bonjour,
Je recherche deux pièces de ce jeu :
- la carte avec le gnome
- 1 plaque couloir avec l'araignée

En vous remerciant.
Mme Glémin.","Bonjour, nous avons ces deux pièces !","80"
"1294","905","88","Bonjour,
J'ai passé commande hier soir pour une carte personnage du même jeu ""TOM"" mais si toutefois vous n'avez pas encore procédé à l'envoi, serait-il possible d'ajouter un support blanc ?
Si c'est déjà envoyé, je vous laisse revenir vers moi pour le devis que je finaliserai immédiatement.
Merci.","Bonsoir, j'ai posté votre commande ce matin... Je suis donc obligé de faire un nouveau devis. Je ne facture pas le forfait de base.","20"
"1296","907","543","Bonjour, avez vous les dés du Monopoly empire ?","Bonjour, nous avons ces deux dés !","80"
"1298","909","298","Bonjour. Je suis à la recherche d’une petite voiture (kaki/vert foncé). Elle n’a pas résisté au pied qui lui marchait dessus. Merci d’avance","Bonjour, nous vous avons envoyé un mail suite à votre message. Nous n'avons pas la voiture beige. Les deux voitures que nous avons n'ont pas tout à fait les mêmes couleurs que les vôtres mais semblent correspondre aux couleurs kaki et vert foncé.","80"
"1300","911","638","Bonjour, avez vous la pièce qui ce trouve dans l'emplacement de l'oiseau ? Si oui je prendrais la boîte.
Cordialement Mr Amory.","Bonjour, nous avons la pièce ""oiseau"". Nous n'avons pas de boîte en bon état.","20"
"1301","911","422","Bonjour, avez vous le petit cochon rouge, une fenêtre en bois et 2 fenêtres en briques ? 
Si oui je prendrais la boîte car la mienne et en mauvaise état.
Cordialement Mr Amory.","Nous avons ces 4 pièces ! Nous n'avons pas de boîte en bon état.","110"
"1305","914","312","Bonjour, je suis à la recherche de la lettre B pour ce jeu ? L'avez-vous ?","Bonjour, nous avons cette pièce !","20"
"1306","915","636","Bonjour, je recherche un petit bonhomme de neige.","Bonjour, comme convenu nous avons cette pièce !","20"
"1309","917","247","1 L 1N 1W + 6 jetons","Bonjour, nous avons 2 jetons sur les 6. Nous avons les 3 lettres.","100"
"1310","918","64","Il me manque le dragon jaune et rouge ???","Bonjour, nous avons ces deux pièces ! (une marque de stylo au verso du dragon rouge).","40"
"1311","919","271","il me manque un jeton fleur","Bonjour, nous avons cette pièce ! (C'est une rose sur le jeton).","20"
"1314","921","271","Bonjour, auriez vous la coccinelle et l’escargot? 
Merci","Bonjour, nous n'avons pas la coccinelle, nous avons l'escargot.","50"
"1315","922","388","Bonjour il me manque deux pièces de Blokus. Les deux en rouge. Merci et bonne journée","Bonjour, nous avons une pièce sur les deux, la petite avec un seul carré rouge.","50"
"1316","922","113","Bonjour il me manque la bille. Est ce que vous l auriez ? Merci et bonne journée","Nous n'avons pas cette pièce. Vous pouvez commander des billes métal sur le site www.toutpourlejeu.com ","0"
"1317","923","41","Bonjour, je recherche le pion bleu clair, merci de votre attention","Bonjour, nous avons cette pièce ! (les anneaux ne sont pas compris)","20"
"1318","924","297","BBonjour avez vous la pièce  n° 10 ORANGE DE CE JEUX ?
 RECTANGLE ET BLANC .","Bonjour, oui nous avons cette pièce !","20"
"1319","925","292","Bonjour je recherche un hamburger vert numéro 2 et une carte 3 pas pour le jeu croque carottes s’il vous plaît. Bien cordialement","Bonjour, nous avons ces deux pièces !","40"
"1326","929","495","Bonjour,
Auriez la pièce du petit L qui tient en 3 cases,
Pas le grand L en 4 cases, svp ?
Bonne journée à vous,","Bonjour, oui nous avons cette pièce (couleur marron). ","50"
"1330","931","54","La carte araignée","Bonjour, nous avons cette carte.","20"
"1331","931","26","1 petit lapin jaune","Nous avons ce pion.","20"
"1332","931","211","1 petite prune bleu","Nous avons cette pièce.","20"
"1333","932","585","Bonjour 
avez-vous 1 cache rouge pour cacher les personnages avec le point d'interrogation dessus","Bonjour, nous avons cette pièce !","20"
"1334","933","297","Bonjour, auriez vous les  deux ""2"" orange?","Bonjour, nous avons 1 exemplaire du ""2"" orange.","20"
"1335","934","422","Bonjour,
Avez vous les pièces suivantes: le toit jaune, 1 porte en paille, 1 porte en bois, 2 fenêtres en brique, 1 porte en brique, 2 supports paille (1 petit point) 2 supports bois (2 petits points) et 2 support briques (3 petits points). Merci","Bonjour, nous n'avons n'avons pas la porte en paille. Nous avons le toit jaune, la porte en bois, 1 seule fenêtre en brique, 1 porte en brique et les 6 supports demandés.","180"
"1336","934","436","Bonjour, il me faudrait: 105 jetons 4 pions (j'ai le jaune, le bleu le orange et le violet). Il manque aussi des cartes mais je ne sais pas comment vous indiquer celles que je n'ai pas. Avez vous une idée. Merci. Bonne soirée","Nous avons les 105 jetons. Nous vous mettons les 4 pions qu'il vous manque (rouge, blanc, vert et noir). Pour les cartes honnêtement cela nous paraît compliqué vu le nombre... Nous pouvons vous envoyer des cartes en fonction des couleurs. Qu'en pensez-vous ?","180"
"1341","936","550","Bonjour
Pour notre jeu 25 jeux (housse of toys)
Il nous manquerait le chat rose. Un petit rond bleu et un petit rond rose.
Et si vous avez les 2 bandes de carton qui se croisent.
Ci-joint la photo des pièces en question (le chat est bleu mais je veux le rose que nous avons perdu)

Merci à vous","Bonjour, nous avons les 3 pièces demandées ainsi que les 2 bandes de carton (une marque de pliure au niveau de l'un des cartons mais le carton reste tonique)","140"
"1342","936","507","Bonjour nous cherchons la tuile avec les framboises mais le dos doit être blanc. Notre version semble plus ancienne. Mais je me suis dit que ça pourrait peut être correspondre","Le matériel n'est pas compatible avec cette version, il faudra patienter en attendant qu'elle arrive en stock !","0"
"1343","937","387","Bonjour ! 
j'aimerais acheter une bille noire pour le jeu Abalone.  
Merci !","Bonjour, nous avons cette pièce !","20"
"1346","939","655","Re bonjour ;) Je souhaite vous acheter 1 ponton et 1 char comme indiqué dans mon message sur messenger (pseudo : guillaume zu) Pour rappel, ce jeu et rare et ses pieces en métal sont difficiles à trouver. En moyenne elles se vendent 5€ piece minimum merci !

remise en main propre possible ?","Re bonjour, comme convenu je ne change pas le prix de ce que je vous indiqué. J'augmenterai le prix pour les prochaines ventes, merci pour l'info. Oui remise en main propre possible ! ","100"
"1349","942","52","Bonjour, auriez vous une pièce en forme d’angle ainsi que le pion rouge. Merci","Bonjour, nous avons ces deux pièces !","70"
"1350","942","252","Bonjour, auriez vous une patte de cochons","Nous avons cette pièce !","20"
"1351","943","298","Bonjour Antoine,
Aurais tu le camion vert? 
D'avance merci
Bonne journée
Soizic","Bonjour, oui nous avons cette pièce ! Je t'envoie la facture avec les coordonnées du collège et le RIB.","50"
"1352","944","250","Bonjour, j'aurais besoin du dé svp","Bonjour, nous avons cette pièce !","50"
"1355","947","50","Bonjour Monsieur, j'aurais besoin de 21 c","Bonjour, nous vous mettons un lot de 21 cartes courrier variées.","120"
"1356","948","495","Bonjour
Je cherche le pentamino angle droit bleu marine, ainsi qu’une réglette de séparation.

Merci d’avance !","Bonjour, nous avons ces deux pièces !","100"
"1357","949","295","Bonjour, avez vous 2 pommes vertes?","Bonjour, nous avons ces deux pièces !","100"
"1359","951","158","Bonjour , j’ai le jeu docteur maboul de 2015 mais je pense que les pièces sont les meme. Il me manque le seau et le papillon.","Bonjour, oui les pièces sont compatibles. Nous vous mettons ces deux pièces.","40"
"1360","951","22","Bonjour , avez vous un lapin ? Le mien est cassé .","Nous ne l'avons pas.","0"
"1361","951","292","Bonjour j’ai ce jeu version 2013 mais je pense que c’est les meme pièces . Il me manque un Burger vert n•3, un Burger violet n•4, deux Burger rouge n•1/4.","Nous avons ces quatre pièces. Les burgers n'ont pas tout à fait le même aspect ni les mêmes couleurs que pour l'édition de 2013.","80"
"1362","951","16","Bonjour , il me manque la casserole rouge et la corde rouge .","Nous avons une casserole verte et la corde rouge.","80"
"1363","951","21","Bonjour , il me manque 1 bâtonnet en bois.","Nous n'avons pas cette pièce.","0"
"1364","952","285","Bonjour , avez vous une carte CHANCE ( clé ) et une carte DESTIN ( photo jointe ) . Bien cordialement .","Bonjour, comme convenu par SMS nous avons ces deux cartes ! Nous ajoutons le jeton n°3.","90"
"1365","952","436","Bonjour , avez vous 13 jetons bleus ? Bien cordialement .","Nous avons ces 13 jetons bleus.","100"
"1366","952","49","Bonjour , avez vous une boîte ? Bien cordialement .","Nous ne vendons pas les boîtes.","0"
"1367","952","689","Bonjour , avez vous une notice ? Bien cordialement .","Nous ne l'avons pas. Dans l'édition que nous avons la règle du jeu est directement inscrite sur le carton qui sert de support à l'intérieur de la boîte.","0"
"1368","953","638","Bonjour, avez vous une côte rire, le crayons  .
Merci","Bonjour, sur cette édition il n'y a pas ces deux pièces (votre édition doit être une autre). Nous vous mettons ces deux pièces qui viennent d'une autre édition.","40"
"1369","953","646","Bonjour, il me manque pour pic pirate :
3 épée jaune
3 épée  verte
4 épée bleu
4 épée rouge
Merci
martraulucas@gmail.com","Nous avons ces 14 pièces !","240"
"1370","953","21","Bonjour, il me manque 7 tronc marron.merci","Nous avons ces 7 pièces !","140"
"1371","953","252","Bonjour, il me manque :
3pattes, 1 queue, 1 paire de lunette étoile de piggyto, 1 objet bouche de pigguta et la règle du jeu.
Merci","Nous n'avons pas la règle ni l'objet bouche de Pigguta. Nous avons les 5 autres pièces.","100"
"1372","954","434","Bonjour,
Je souhaiterais la carte numéro 8 du skip-bo, en avez vous encore une ?
Je vous remercie.","Bonjour, nous avons cette carte !","20"
"1373","954","58","Bonjour, 
Il me manque la bille de la roulette ainsi que 3 hôtels en avez vous encore de disponible ?
Je vous remercie.","Nous n'avons pas la bille. Nous vous mettons 3 hôtel (rouge, jaune, bleu). Vous pouvez répondre par mail si vous souhaitez changer une couleur et avoir un hôtel vert.","60"
"1374","954","555","Bonjour, 
Avez vous le pion rond et le bateau ?
Ainsi qu'une carte chance ?
Je vous remercie.","Nous avons ces deux pièces. Pour le pion ""rond"", nous vous avons mis le dé à coudre. C'est bien ce pion dont vous parlez ?","80"
"1375","954","188","Bonjour  
Pour ce jeu il me manque :
- 4 pions rouges 
- 6 pions jaunes
- 3 pions verts
- 7 pions noirs
- 3 pions blancs 
- 14 fiches blanches 
- 12 fiches noires 
Les avez-vous encore ?
Je vous remercie.","Nous avons toutes ces pièces !","250"
"1376","954","320","Bonjour 
Avez-vous mes 4 cartes mémos ? 
Je vous remercie.","Nous n'avons pas ces cartes.","0"
"1377","955","638","Bonjour
Avez vous les pieces suivantes le coeur brise le crayon et la brioche ?
Cordialement
Marine Pupin","Bonjour, il n'y a pas ces pièces sur cette édition. Votre édition doit être différente. Nous vous mettons ces 3 pièces qui viennent d'une autre édition (les pièces sont compatibles).","60"
"1378","956","543","Bonjour avez vous le plateau de jeu, la pièce VIRGIN, 4 cartouches immeuble, 1 cartouche compagnie de distribution des eaux, 3 cartouches compagnie de distribution d'électricité, 1 dé du jeu s'il vous plaît ?
Cordialement. Claire H.","Bonjour, nous n'avons pas de dé. Nous avons les 4 cartouches immeuble, 1 cartouche compagnie de distribution des eaux, 3 cartouches compagnie de distribution de l'électricité. Nous ajoutons le jeton Fender.","160"
"1379","956","543","Bonjour avez vous le plateau de jeu, la pièce VIRGIN, 4 cartouches immeuble, 1 cartouche compagnie de distribution des eaux, 3 cartouches compagnie de distribution d'électricité, 1 dé du jeu s'il vous plaît ?
Cordialement. Claire H. 0662740748","Même demande.","0"
"1380","957","252","Bonjour.  Je souhaiterais 8 pattes, 3 queues et 1 oreille du jeu ""Le Cochon qui rit"". En vous remerciant.  Cordialement.  Cécile Logeais","Bonjour, nous avons ces 12 pièces !","150"
"1383","960","648","Bonjour, nous souhaiterions avoir certaines lettres du jeu, notre édition est la même que celle de votre photo. Ce sont 2 L , 1 V , 1 E  et 1 M.
Est ce que vous les avez ?
Merci, cordialement.","Bonjour, nous avons ces 5 lettres !","100"
"1384","960","594","Bonjour dans notre loto il nous manque le numéro 38. Est ce que vous l'avez en écru ?","Nous vous mettons un jeton n°38 écru.","20"
"1385","961","388","Bo.jour avez la pièce rouge  1sur 2 carreaux ? 
Merci  
Cordialement stephanie","Bonjour, nous avons cette pièce !","50"
"1386","962","657","Bonjour il me manque 2 cartes territoire en français : Islande et grande Bretagne","Bonjour, nous avons ces deux cartes !","80"
"1387","962","35","Bonjour, il me manque le batonnet de glace","Nous ne l'avons pas. Vous pouvez essayer de contacter l'éditeur.","0"
"1388","963","704","Bonjour, 
Je recherche les pions de marque jaune, j'en possède 8 et je souhaiterais en acheter 6 pour avoir le jeu complet. Les avez vous ? et quel est le prix ? 
Merci d'avance pour votre réponse 
Cordialement","Bonjour, nous vous mettons 6 pions jaunes.","120"
"1389","963","669","Bonjour, 
Je recherche l'alarme Taboo, les 4 supports en caoutchouc pour mon jeu qui est de  1996. Les avez vous ? et quels sont les tarifs ? 
Merci d'avance pour votre réponse 
Cordialement","Nous n'avons pas les supports en caoutchouc. Nous avons l'alarme.","50"
"1390","964","234","Bonjour, 
Je cherche un pion jaune. 
Merci !","Bonjour, nous avons cette pièce !","20"
"1393","966","462","Bonjour, Il me manque 2 pièces : un carré vert et un hexagone vert.","Bonjour, nous avons ces deux pièces !","40"
"1396","969","152","Bonjour est ce possible d'avoir 10 jetons de chaque format et de chaque couleur","Bonjour, suivant les boîtes de ce jeu, les jetons sont de couleurs différentes. Nous vous mettons 10 jetons rond rouges, 10 petits rectangles jaunes et 6 grands rectangles bleus (nous ajoutons 4 verts pour compléter). Vous pouvez nous répondre si vous souhaitez d'autres couleurs.","140"
"1397","970","252","nouvelle demande:  6 pattes; 3 oreilles; 2 queues pour le cochon qui rit.
Merci pour le devis.","Bonjour, nous avons ces 11 pièces. La prochaine fois, si vous souhaitez modifier votre demande il vous est possible de répondre par mail au devis. Nous le mettrons à jour.","150"
"1398","971","64","Bonjour, avez vous ma carte 11 de Lady Sharming ? Merci.","Bonjour, nous avons cette carte !","20"
"1399","972","688","Bonjour, il me manque 1 pion marron, 1 pièce de 500, 2 pièces de 100. Merci!","Bonjour, nous avons ces 4 pièces !","80"
"1400","972","660","Bonjour , il me manque 2 noires et 3 blanches, c'est du diamètre 22. Merci!","Nous avons ces 5 billes !","100"
"1401","972","655","Bonjour, il me manque 1 tourelle. Merci!","Nous avons cette pièce ! (petite pièce qui va sur les podes de l'astronef)","100"
"1402","972","273","Bonjour, il me manque le ressort. Merci!","Nous n'avons pas cette pièce.","0"
"1403","973","180","Bonjour, il me manque 2 murs et 1 bille magnétique. Merci!","Bonjour, nous n'avons pas ces pièces.","0"
"1404","973","192","Bonjour, auriez-vous le revolver en metal ainsi qu'un pion violet? Merci!","Nous avons ces deux pièces !","70"
"1405","973","30","Bonjour, auriez-vous un fanion? Merci!","Nous n'avons pas cett pièce.","0"
"1406","973","302","Bonjour, il me faudrait un dé. Merci!","Nous avons cette pièce !","20"
"1407","973","58","Bonjour, auriez-vous la bille de la roulette? Merci!","Nous ne l'avons pas.","0"
"1408","973","233","Bonjour, il me faudrait 3 stands rouges, 2 stands jaunes, 1 stand vert, 1 stand bleu, 1 voiture verte et la règle. Merci!","Nous n'avons pas la règle. Nous avons les 8 pièces.","160"
